EventId,EventTemplate,Occurrences
99d601f9,Statistics <*> messages 4 messageRate 0.4 msg/s messagesBytes <*> messagesBytesRate <*> KB/s <*> <*> <*> <*> <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,229
b701fd68,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1003 messagesBytesRate 0.0979 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,55
4846a05b,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1007 messagesBytesRate 0.0983 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,125
9c655635,Statistics total messages 6 messageRate 0.6 msg/s messagesBytes <*> messagesBytesRate <*> KB/s items <*> itemRate <*> items/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,63
b9c47f5f,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 694 messagesBytesRate 0.0678 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,45
b4f79a54,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1010 messagesBytesRate 0.0986 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,78
88106eaa,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 991 messagesBytesRate 0.0968 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,4
c94eb8d4,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1008 messagesBytesRate 0.0984 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,260
8d611c0b,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1006 messagesBytesRate 0.0982 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,27
54d0ede1,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1002 messagesBytesRate 0.0979 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,58
4b1cdfd4,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 994 messagesBytesRate 0.0971 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,65
c948fbe5,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 995 messagesBytesRate 0.0972 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,56
a464957e,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1015 messagesBytesRate 0.0991 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,29
095c6c59,Statistics events messages 1 messageRate 0.1 msg/s messagesBytes 363 messagesBytesRate 0.0354 KB/s events 1 eventRate 0.1 events/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,8
d1c0d6d1,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 690 messagesBytesRate 0.0674 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,93
ce40bc10,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 996 messagesBytesRate 0.0973 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,30
4ffdde24,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1001 messagesBytesRate 0.0978 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,25
c0f76053,Statistics events messages 1 messageRate 0.1 msg/s messagesBytes 364 messagesBytesRate 0.0355 KB/s events 1 eventRate 0.1 events/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,14
a4cf30f4,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 696 messagesBytesRate 0.068 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,52
0350b2a7,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 689 messagesBytesRate 0.0673 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,12
58273c24,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 695 messagesBytesRate 0.0679 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,52
e658806d,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 993 messagesBytesRate 0.097 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,45
b50765ee,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 992 messagesBytesRate 0.0969 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,11
334a3bb2,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1011 messagesBytesRate 0.0987 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,11
02a1b96e,Statistics total messages 7 messageRate 0.7 msg/s messagesBytes <*> messagesBytesRate <*> KB/s items 15 itemRate 1.5 items/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,9
5406e0f4,Statistics events messages 1 messageRate 0.1 msg/s messagesBytes 361 messagesBytesRate 0.0353 KB/s events 1 eventRate 0.1 events/s notSupportedSystem 0 noModel 0 averageProcessTime 0.396 ms/msg minProcessTime 0.396 ms maxProcessTime 0.396 ms duration 10 s,1
e42ab4fe,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1014 messagesBytesRate 0.099 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,4
02919b2b,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1020 messagesBytesRate 0.0996 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,10
0c249c4b,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 688 messagesBytesRate 0.0672 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,20
e28ee417,Statistics total messages 8 messageRate 0.8 msg/s messagesBytes <*> messagesBytesRate <*> KB/s items 21 itemRate 2.1 items/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,2
d3ba3011,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 997 messagesBytesRate 0.0974 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,4
af76e86b,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 1000 messagesBytesRate 0.0977 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,4
d7d21e61,Statistics events messages 1 messageRate 0.1 msg/s messagesBytes 362 messagesBytesRate 0.0354 KB/s events 1 eventRate 0.1 events/s notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,2
bb962613,Statistics <*> messages 1 messageRate 0.1 msg/s messagesBytes 693 messagesBytesRate 0.0677 KB/s <*> 1 <*> 0.1 <*> notSupportedSystem 0 noModel 0 averageProcessTime <*> ms/msg minProcessTime <*> ms maxProcessTime <*> ms duration 10 s,4
be922fe5,Statistics variables messages 1 messageRate 0.1 msg/s messagesBytes 999 messagesBytesRate 0.0976 KB/s variables 3 variableRate 0.3 variables/s notSupportedSystem 0 noModel 0 averageProcessTime 0.097 ms/msg minProcessTime 0.097 ms maxProcessTime 0.097 ms duration 10 s,1
9c813419,"Starting Control System Connect ""1.25.7+043ce74f31""",1
f467d0d1,"Starting moduleId ""controlsystemconnect"" moduleObjectId 8ccc114b-73b7-439e-b2a8-81e11f985ea7",1
ecc8a528,Publish device message messageType <*> context <*> correlationId <*>,86
ee9806ec,"Update system model name ""Simulator"" systemId 2b2fe970-2d6c-40a5-87ac-10d858ba41e4 correlationId fea829ca-abfc-40f0-99e8-f466d1285c8e",1
baf42ce4,"Base type not created typeId <*> version ""1.0.0"" model ""abb.controlSystem.device""",10
15abd495,"Create type typeId <*> version ""1.0.0"" model ""abb.controlSystem.device"" correlationId <*>",12
